site,OBTIME,RAD,WB,DB,WS,WD,RAIN,10CM,30CM,RH
BURE MARSHES NNR,25/07/2018 19:00,,16.1,19.3,4,50,0,,,70.3
BURE MARSHES NNR,25/07/2018 20:00,,15.6,17.6,3,80,0,,,80.1
BURE MARSHES NNR,25/07/2018 21:00,,15.4,16.6,2,80,0,,,87.5
BURE MARSHES NNR,25/07/2018 22:00,,13.8,14.2,1,70,0,,,95.4
BURE MARSHES NNR,25/07/2018 23:00,,13.8,14.1,2,100,0,,,96.6
BURE MARSHES NNR,26/07/2018,,13.2,13.4,0,0,0,,,97.7
BURE MARSHES NNR,26/07/2018 01:00,,13.1,13.2,0,0,0,,,98.8
BURE MARSHES NNR,26/07/2018 02:00,,12.2,12.4,0,0,0,,,97.6
BURE MARSHES NNR,26/07/2018 03:00,,12.8,12.9,0,0,0,,,98.9
BURE MARSHES NNR,26/07/2018 04:00,,12.6,12.7,0,0,0,,,98.8
BURE MARSHES NNR,26/07/2018 05:00,,13.1,13.2,0,0,0,,,98.8
BURE MARSHES NNR,26/07/2018 06:00,,18.4,18.4,0,0,0,,,100
BURE MARSHES NNR,26/07/2018 07:00,,20.8,21.5,3,100,0,,,93.6
BURE MARSHES NNR,26/07/2018 08:00,,20.4,23.7,5,100,0,,,72.8
BURE MARSHES NNR,26/07/2018 09:00,,22,25.7,5,120,0,,,71.1
BURE MARSHES NNR,26/07/2018 10:00,,21.1,25.7,7,120,0,,,64.6
BURE MARSHES NNR,26/07/2018 11:00,,21.5,26.4,7,110,0,,,63.1
BURE MARSHES NNR,26/07/2018 12:00,,22.3,27.4,6,110,0,,,62.6
BURE MARSHES NNR,26/07/2018 13:00,,21.6,27.9,8,110,0,,,55.3
BURE MARSHES NNR,26/07/2018 14:00,,22.1,28,7,110,0,,,57.9
BURE MARSHES NNR,26/07/2018 15:00,,22.1,28.2,7,100,0,,,56.8
BURE MARSHES NNR,26/07/2018 16:00,,21.4,27.2,7,100,0,,,57.8
BURE MARSHES NNR,26/07/2018 17:00,,21.3,26.1,6,110,0,,,63.6
BURE MARSHES NNR,26/07/2018 18:00,,20.7,24.8,5,110,0,,,67.5
BURE MARSHES NNR,26/07/2018 19:00,,20.2,22.8,5,110,0,,,77.8
BURE MARSHES NNR,26/07/2018 20:00,,19,20.3,3,100,0,,,87.9
BURE MARSHES NNR,26/07/2018 21:00,,17.7,18.4,2,110,0,,,93.1
BURE MARSHES NNR,26/07/2018 22:00,,17.2,17.6,1,110,0,,,95.9
BURE MARSHES NNR,26/07/2018 23:00,,15.5,15.8,0,0,0,,,96.7
BURE MARSHES NNR,27/07/2018,,16.2,16.4,1,120,0,,,97.9
BURE MARSHES NNR,27/07/2018 01:00,,15.2,15.3,0,0,0,,,98.9
BURE MARSHES NNR,27/07/2018 02:00,,15.7,15.8,1,260,0,,,98.9
BURE MARSHES NNR,27/07/2018 03:00,,15.1,15.2,1,130,0,,,98.9
BURE MARSHES NNR,27/07/2018 04:00,,15.1,15.2,0,0,0,,,98.9
BURE MARSHES NNR,27/07/2018 05:00,,15.4,15.5,1,250,0,,,98.9
BURE MARSHES NNR,27/07/2018 06:00,,19.7,19.8,0,0,0,,,99
BURE MARSHES NNR,27/07/2018 07:00,,22.8,23.5,0,0,0,,,93.9
BURE MARSHES NNR,27/07/2018 08:00,,21.3,24.2,2,300,0,,,76.2
BURE MARSHES NNR,27/07/2018 09:00,,21.1,26.2,5,50,0,,,61.6
BURE MARSHES NNR,27/07/2018 10:00,,21.1,26.4,5,50,0,,,60.4
BURE MARSHES NNR,27/07/2018 11:00,,22.6,27.8,5,80,0,,,62.3
BURE MARSHES NNR,27/07/2018 12:00,,22.3,29.2,6,120,0,,,52.8
BURE MARSHES NNR,27/07/2018 13:00,,23.2,29.8,6,100,0,,,55.2
BURE MARSHES NNR,27/07/2018 14:00,,23.5,30.2,7,120,0,,,55
BURE MARSHES NNR,27/07/2018 15:00,,22.1,30.5,8,130,0,,,45.6
BURE MARSHES NNR,27/07/2018 16:00,,22.2,31,7,140,0,,,43.9
BURE MARSHES NNR,27/07/2018 17:00,,21.7,29.9,6,140,0,,,46
BURE MARSHES NNR,27/07/2018 18:00,,21,28.9,4,150,0,,,46.6
BURE MARSHES NNR,27/07/2018 19:00,,20.3,24.5,3,140,0,,,66.6
BURE MARSHES NNR,27/07/2018 20:00,,20.2,24,4,280,0,,,69.1
BURE MARSHES NNR,27/07/2018 21:00,,18.6,21.6,10,230,0,,,73.8
BURE MARSHES NNR,27/07/2018 22:00,,18,19.4,2,180,0.2,,,86.7
BURE MARSHES NNR,27/07/2018 23:00,,17.9,19.2,5,200,1.2,,,87.5
BURE MARSHES NNR,28/07/2018,,18.2,19,3,200,1.8,,,92.2
BURE MARSHES NNR,28/07/2018 01:00,,17.9,18.6,3,210,0.2,,,93.1
BURE MARSHES NNR,28/07/2018 02:00,,17.6,18.3,2,190,0.2,,,93
BURE MARSHES NNR,28/07/2018 03:00,,17,17.5,1,130,0,,,94.9
BURE MARSHES NNR,28/07/2018 04:00,,17.5,17.9,3,150,0,,,95.9
BURE MARSHES NNR,28/07/2018 05:00,,17.3,17.9,3,140,0,,,93.9
BURE MARSHES NNR,28/07/2018 06:00,,17.3,18,3,180,0.2,,,92.9
BURE MARSHES NNR,28/07/2018 07:00,,17.6,18.5,4,170,0,,,91.1
BURE MARSHES NNR,28/07/2018 08:00,,18.3,19.3,5,200,0,,,90.4
BURE MARSHES NNR,28/07/2018 09:00,,17.4,20,10,200,0,,,76.1
BURE MARSHES NNR,28/07/2018 10:00,,15.1,20.2,10,230,0,,,55.3
BURE MARSHES NNR,28/07/2018 11:00,,14.1,20.7,12,220,0,,,44.3
BURE MARSHES NNR,28/07/2018 12:00,,15.1,21.7,10,230,0,,,45.8
BURE MARSHES NNR,28/07/2018 13:00,,14.6,21.7,11,250,0,,,42.2
BURE MARSHES NNR,28/07/2018 14:00,,14.3,22.4,10,220,0.2,,,36.3
BURE MARSHES NNR,28/07/2018 15:00,,14.7,23.2,10,230,0,,,35
BURE MARSHES NNR,28/07/2018 16:00,,14.1,23,10,220,0,,,32
BURE MARSHES NNR,28/07/2018 17:00,,14.1,21.8,12,210,0,,,38
BURE MARSHES NNR,28/07/2018 18:00,,14.2,21.3,9,210,0,,,41.6
BURE MARSHES NNR,28/07/2018 19:00,,14.1,20.1,8,220,0,,,48
BURE MARSHES NNR,28/07/2018 20:00,,13.8,17.2,5,280,0,,,66.5
BURE MARSHES NNR,28/07/2018 21:00,,13.5,18.4,6,210,0,,,54.6
BURE MARSHES NNR,28/07/2018 22:00,,13.1,17.2,4,190,0,,,60.1
BURE MARSHES NNR,28/07/2018 23:00,,12.5,15.9,3,190,0,,,65.2
BURE MARSHES NNR,29/07/2018,,12.4,15.5,4,180,0,,,67.7
BURE MARSHES NNR,29/07/2018 01:00,,12.2,14.6,4,180,0,,,74
BURE MARSHES NNR,29/07/2018 02:00,,12.3,14.4,4,170,0,,,77
BURE MARSHES NNR,29/07/2018 03:00,,12.7,14.7,4,180,0,,,78.2
BURE MARSHES NNR,29/07/2018 04:00,,13.3,15.3,3,180,0,,,78.7
BURE MARSHES NNR,29/07/2018 05:00,,14.3,16.3,4,180,0,,,79.3
BURE MARSHES NNR,29/07/2018 06:00,,14.8,17.1,5,180,0,,,76.9
BURE MARSHES NNR,29/07/2018 07:00,,15.4,18.8,7,170,0,,,68.1
BURE MARSHES NNR,29/07/2018 08:00,,16.1,18.5,5,170,0,,,76.9
BURE MARSHES NNR,29/07/2018 09:00,,16.1,18.8,7,170,0,,,74.3
BURE MARSHES NNR,29/07/2018 10:00,,15.4,18.3,9,180,0,,,72.1
BURE MARSHES NNR,29/07/2018 11:00,,16,16.7,6,160,1.8,,,92.7
BURE MARSHES NNR,29/07/2018 12:00,,16.4,18.2,10,180,0.2,,,82.4
BURE MARSHES NNR,29/07/2018 13:00,,16.3,18.3,9,180,0,,,80.5
BURE MARSHES NNR,29/07/2018 14:00,,16.6,18.4,9,180,0,,,82.5
BURE MARSHES NNR,29/07/2018 15:00,,17.1,18.7,8,190,0,,,84.5
BURE MARSHES NNR,29/07/2018 16:00,,17.4,19,7,180,0,,,84.6
BURE MARSHES NNR,29/07/2018 17:00,,17.9,19.9,8,190,0,,,81.4
BURE MARSHES NNR,29/07/2018 18:00,,18.2,19.9,8,190,0,,,84.1
BURE MARSHES NNR,29/07/2018 19:00,,18.4,20.2,8,190,0,,,83.3
BURE MARSHES NNR,29/07/2018 20:00,,18.4,20.1,8,190,0,,,84.2
BURE MARSHES NNR,29/07/2018 21:00,,18.4,20,7,200,0,,,85
BURE MARSHES NNR,29/07/2018 22:00,,18.1,19.8,7,190,0,,,84.1
BURE MARSHES NNR,29/07/2018 23:00,,18,19.7,7,200,0,,,84
BURE MARSHES NNR,30/07/2018,,17.5,19,5,210,0,,,85.5
BURE MARSHES NNR,30/07/2018 01:00,,17.3,18.6,4,200,0,,,87.3
BURE MARSHES NNR,30/07/2018 02:00,,16.6,18.3,4,210,0,,,83.4
BURE MARSHES NNR,30/07/2018 03:00,,16,17.1,0,0,0,,,88.7
BURE MARSHES NNR,30/07/2018 04:00,,16.5,17.2,2,180,0,,,92.8
BURE MARSHES NNR,30/07/2018 05:00,,16.9,17.8,2,170,0,,,90.9
BURE MARSHES NNR,30/07/2018 06:00,,17.5,18.4,2,130,0,,,91.1
BURE MARSHES NNR,30/07/2018 07:00,,17.8,19.3,4,180,0,,,85.7
BURE MARSHES NNR,30/07/2018 08:00,,17.9,18.4,4,160,0.6,,,95
BURE MARSHES NNR,30/07/2018 09:00,,19.8,21,4,180,0,,,89
BURE MARSHES NNR,30/07/2018 10:00,,19.5,22,7,180,0,,,78.1
BURE MARSHES NNR,30/07/2018 11:00,,19.6,22.5,5,190,0,,,75.2
BURE MARSHES NNR,30/07/2018 12:00,,19.9,20.9,6,180,1.4,,,90.8
BURE MARSHES NNR,30/07/2018 13:00,,19.6,20.6,5,200,2.6,,,90.7
BURE MARSHES NNR,30/07/2018 14:00,,19.9,22.2,6,200,0,,,79.9
BURE MARSHES NNR,30/07/2018 15:00,,18.7,22.8,7,190,0,,,65.9
BURE MARSHES NNR,30/07/2018 16:00,,18.9,24.1,7,200,0,,,58.9
BURE MARSHES NNR,30/07/2018 17:00,,18,23.7,8,200,0,,,54.9
BURE MARSHES NNR,30/07/2018 18:00,,17.3,23,7,200,0,,,54.1
BURE MARSHES NNR,30/07/2018 19:00,,16.5,20.7,4,200,0,,,63.1
BURE MARSHES NNR,30/07/2018 20:00,,15.9,19.5,4,200,0,,,67
BURE MARSHES NNR,30/07/2018 21:00,,15.5,18.3,3,170,0,,,73.1
BURE MARSHES NNR,30/07/2018 22:00,,15.3,18,2,170,0,,,73.8
BURE MARSHES NNR,30/07/2018 23:00,,15.2,17.7,3,180,0,,,75.4
BURE MARSHES NNR,31/07/2018,,14.6,16.2,2,150,0,,,83.3
BURE MARSHES NNR,31/07/2018 01:00,,14.8,16.4,2,180,0,,,83.4
BURE MARSHES NNR,31/07/2018 02:00,,14.5,15.7,3,170,0,,,87.2
BURE MARSHES NNR,31/07/2018 03:00,,14.4,15.7,2,190,0,,,86.2
BURE MARSHES NNR,31/07/2018 04:00,,14.3,15.6,2,190,0,,,86.1
BURE MARSHES NNR,31/07/2018 05:00,,14.7,15.9,3,170,0,,,87.3
BURE MARSHES NNR,31/07/2018 06:00,,15.7,16.9,1,210,0,,,87.6
BURE MARSHES NNR,31/07/2018 07:00,,15.6,16.9,5,270,0,,,86.7
BURE MARSHES NNR,31/07/2018 08:00,,13.6,14.2,4,150,2.4,,,93.2
BURE MARSHES NNR,31/07/2018 09:00,,15.8,17,4,230,0.2,,,87.7
BURE MARSHES NNR,31/07/2018 10:00,,17.4,19.9,7,240,0,,,76.9
BURE MARSHES NNR,31/07/2018 11:00,,17.2,20.9,8,250,0,,,67.4
BURE MARSHES NNR,31/07/2018 12:00,,16.3,20.4,6,290,0,,,63.7
BURE MARSHES NNR,31/07/2018 13:00,,16.3,21.6,7,250,0,,,55.4
BURE MARSHES NNR,31/07/2018 14:00,,16.6,23.1,6,240,0,,,48.5
BURE MARSHES NNR,31/07/2018 15:00,,15.8,22.7,5,270,0,,,45.1
BURE MARSHES NNR,31/07/2018 16:00,,16,22.7,5,260,0,,,46.5
BURE MARSHES NNR,31/07/2018 17:00,,16,23.5,5,230,0,,,42.1
BURE MARSHES NNR,31/07/2018 18:00,,17.2,21.1,4,70,0,,,66
BURE MARSHES NNR,31/07/2018 19:00,,16.7,19.9,1,90,0,,,70.8
BURE MARSHES NNR,31/07/2018 20:00,,15.5,18.5,3,150,0,,,71.4
BURE MARSHES NNR,31/07/2018 21:00,,14.7,17,2,160,0,,,76.8
BURE MARSHES NNR,31/07/2018 22:00,,15,16.5,3,150,0,,,84.5
BURE MARSHES NNR,31/07/2018 23:00,,15.1,16.7,2,180,0,,,83.5
BURE MARSHES NNR,01/08/2018,,14.3,16.7,3,230,0,,,75.6
BURE MARSHES NNR,01/08/2018 01:00,,12.3,13.1,1,140,0,,,90.6
BURE MARSHES NNR,01/08/2018 02:00,,11.2,11.5,1,120,0,,,96.3
BURE MARSHES NNR,01/08/2018 03:00,,10.1,10.4,0,0,0,,,96.1
BURE MARSHES NNR,01/08/2018 04:00,,9.4,9.6,0,0,0,,,97.3
BURE MARSHES NNR,01/08/2018 05:00,,10.3,10.4,0,0,0,,,98.7
BURE MARSHES NNR,01/08/2018 06:00,,14.3,14.6,2,250,0,,,96.6
BURE MARSHES NNR,01/08/2018 07:00,,15,16.5,3,260,0,,,84.5
BURE MARSHES NNR,01/08/2018 08:00,,16.5,19.5,4,270,0,,,72.3
BURE MARSHES NNR,01/08/2018 09:00,,16.5,21.2,4,270,0,,,59.7
BURE MARSHES NNR,01/08/2018 10:00,,16.9,22.3,3,290,0,,,55.5
BURE MARSHES NNR,01/08/2018 11:00,,16.9,22.2,3,270,0,,,56.1
BURE MARSHES NNR,01/08/2018 12:00,,17.7,23.6,4,260,0,,,53.4
BURE MARSHES NNR,01/08/2018 13:00,,17.3,21.7,5,110,0,,,62.5
BURE MARSHES NNR,01/08/2018 14:00,,17.6,22.3,7,110,0,,,60.8
BURE MARSHES NNR,01/08/2018 15:00,,18.1,23,7,90,0,,,60
BURE MARSHES NNR,01/08/2018 16:00,,17.8,23,9,100,0,,,57.8
BURE MARSHES NNR,01/08/2018 17:00,,17.4,23.4,7,150,0,,,52.4
BURE MARSHES NNR,01/08/2018 18:00,,16.9,21.9,5,130,0,,,58.1
BURE MARSHES NNR,01/08/2018 19:00,,16.6,20.5,4,160,0,,,65.4
BURE MARSHES NNR,01/08/2018 20:00,,16.1,19.3,3,160,0,,,70.3
BURE MARSHES NNR,01/08/2018 21:00,,15.3,18,2,170,0,,,73.8
BURE MARSHES NNR,01/08/2018 22:00,,14.8,16.9,2,170,0,,,78.7
BURE MARSHES NNR,01/08/2018 23:00,,14.9,16.7,2,200,0,,,81.5
BURE MARSHES NNR,02/08/2018,,13.3,14.7,1,340,0,,,84.6
BURE MARSHES NNR,02/08/2018 01:00,,11.5,12,0,0,0,,,93.9
BURE MARSHES NNR,02/08/2018 02:00,,10.6,10.9,0,0,0,,,96.2
BURE MARSHES NNR,02/08/2018 03:00,,9.9,10.1,0,0,0,,,97.3
BURE MARSHES NNR,02/08/2018 04:00,,9.9,10,0,0,0,,,98.7
BURE MARSHES NNR,02/08/2018 05:00,,10.4,10.5,0,0,0,,,98.7
BURE MARSHES NNR,02/08/2018 06:00,,15.3,15.4,2,250,0,,,98.9
BURE MARSHES NNR,02/08/2018 07:00,,16.6,19.7,3,260,0,,,71.5
BURE MARSHES NNR,02/08/2018 08:00,,17.6,21.8,3,250,0,,,64.2
BURE MARSHES NNR,02/08/2018 09:00,,17.1,22.5,4,200,0,,,55.8
BURE MARSHES NNR,02/08/2018 10:00,,18.8,24.5,5,260,0,,,55.8
BURE MARSHES NNR,02/08/2018 11:00,,18.5,25.5,4,200,0,,,48.1
BURE MARSHES NNR,02/08/2018 12:00,,19.5,26.2,5,310,0,,,50.9
BURE MARSHES NNR,02/08/2018 13:00,,20.3,27.5,3,290,0,,,49.2
BURE MARSHES NNR,02/08/2018 14:00,,20.4,26.2,5,110,0,,,56.8
BURE MARSHES NNR,02/08/2018 15:00,,20.9,26.5,7,120,0,,,58.5
BURE MARSHES NNR,02/08/2018 16:00,,19.3,25.2,6,150,0,,,55.1
BURE MARSHES NNR,02/08/2018 17:00,,19.5,25.7,5,140,0,,,53.6
BURE MARSHES NNR,02/08/2018 18:00,,19.1,24.9,5,140,0,,,55.5
BURE MARSHES NNR,02/08/2018 19:00,,18.7,23.7,4,140,0,,,60
BURE MARSHES NNR,02/08/2018 20:00,,17.1,19.8,3,120,0,,,75.1
BURE MARSHES NNR,02/08/2018 21:00,,15.9,17.4,2,110,0,,,84.9
BURE MARSHES NNR,02/08/2018 22:00,,15.5,16.8,2,120,0,,,86.6
BURE MARSHES NNR,02/08/2018 23:00,,14.5,15.6,0,0,0,,,88.2
BURE MARSHES NNR,03/08/2018,,13.8,14.2,1,120,0,,,95.4
BURE MARSHES NNR,03/08/2018 01:00,,13.7,13.9,0,0,0,,,97.7
BURE MARSHES NNR,03/08/2018 02:00,,12.6,12.8,0,0,0,,,97.6
BURE MARSHES NNR,03/08/2018 03:00,,12.3,12.5,0,0,0,,,97.6
BURE MARSHES NNR,03/08/2018 04:00,,12.3,12.4,0,0,0,,,98.8
BURE MARSHES NNR,03/08/2018 05:00,,12.7,12.8,0,0,0,,,98.8
BURE MARSHES NNR,03/08/2018 06:00,,18.5,18.6,0,0,0,,,99
BURE MARSHES NNR,03/08/2018 07:00,,20.4,22.5,2,270,0,,,81.8
BURE MARSHES NNR,03/08/2018 08:00,,20.6,24.1,2,320,0,,,71.5
BURE MARSHES NNR,03/08/2018 09:00,,21.7,26.2,2,290,0,,,65.8
BURE MARSHES NNR,03/08/2018 10:00,,20.7,25.6,5,10,0,,,62.4
BURE MARSHES NNR,03/08/2018 11:00,,21,26.3,4,50,0,,,60.3
BURE MARSHES NNR,03/08/2018 12:00,,21.3,26,5,110,0,,,64.2
BURE MARSHES NNR,03/08/2018 13:00,,21.9,27,5,100,0,,,62.3
BURE MARSHES NNR,03/08/2018 14:00,,22,27.2,6,110,0,,,61.8
BURE MARSHES NNR,03/08/2018 15:00,,21.1,26.5,7,100,0,,,59.8
BURE MARSHES NNR,03/08/2018 16:00,,21,26,5,100,0,,,62.1
BURE MARSHES NNR,03/08/2018 17:00,,18.8,22.7,6,60,0,,,67.4
BURE MARSHES NNR,03/08/2018 18:00,,18.4,21.6,4,60,0,,,72.1
BURE MARSHES NNR,03/08/2018 19:00,,18.1,20.5,2,100,0,,,78.2
BURE MARSHES NNR,03/08/2018 20:00,,17.9,20.3,2,70,0,,,78.1
BURE MARSHES NNR,03/08/2018 21:00,,16.8,18.6,1,100,0,,,82.6
BURE MARSHES NNR,03/08/2018 22:00,,16.9,18,1,90,0,,,89
BURE MARSHES NNR,03/08/2018 23:00,,16.5,17.5,1,280,0,,,89.9
BURE MARSHES NNR,04/08/2018,,16.6,17.1,0,0,0,,,94.8
BURE MARSHES NNR,04/08/2018 01:00,,16.4,16.8,1,280,0,,,95.8
BURE MARSHES NNR,04/08/2018 02:00,,15.9,16.1,0,0,0,,,97.9
BURE MARSHES NNR,04/08/2018 03:00,,15.1,15.3,2,270,0,,,97.8
BURE MARSHES NNR,04/08/2018 04:00,,16.2,16.4,1,330,0,,,97.9
BURE MARSHES NNR,04/08/2018 05:00,,15.5,15.6,1,260,0,,,98.9
BURE MARSHES NNR,04/08/2018 06:00,,17.3,17.5,2,310,0,,,98
BURE MARSHES NNR,04/08/2018 07:00,,18.3,19.6,4,330,0,,,87.6
BURE MARSHES NNR,04/08/2018 08:00,,18.2,20.2,6,330,0,,,81.5
BURE MARSHES NNR,04/08/2018 09:00,,18,20.2,5,340,0,,,79.8
BURE MARSHES NNR,04/08/2018 10:00,,18.2,21.6,6,360,0,,,70.5
BURE MARSHES NNR,04/08/2018 11:00,,18.4,22.1,5,20,0,,,68.4
BURE MARSHES NNR,04/08/2018 12:00,,17.5,20.6,7,350,0,,,72.2
BURE MARSHES NNR,04/08/2018 13:00,,18.1,21.8,5,330,0,,,68.2
BURE MARSHES NNR,04/08/2018 14:00,,17.4,21.5,7,350,0,,,64.7
BURE MARSHES NNR,04/08/2018 15:00,,17.3,21,7,350,0,,,67.5
BURE MARSHES NNR,04/08/2018 16:00,,16.8,20.4,7,350,0,,,67.8
BURE MARSHES NNR,04/08/2018 17:00,,16.6,19.7,6,360,0,,,71.5
BURE MARSHES NNR,04/08/2018 18:00,,16.1,18.8,5,360,0,,,74.3
BURE MARSHES NNR,04/08/2018 19:00,,15.5,17.7,3,30,0,,,78.2
BURE MARSHES NNR,04/08/2018 20:00,,14.4,15.3,0,0,0,,,90.2
BURE MARSHES NNR,04/08/2018 21:00,,11.6,12,0,0,0,,,95.1
BURE MARSHES NNR,04/08/2018 22:00,,11.1,11.3,0,0,0,,,97.5
BURE MARSHES NNR,04/08/2018 23:00,,11.4,11.6,0,0,0,,,97.5
BURE MARSHES NNR,05/08/2018,,9.8,9.9,0,0,0,,,98.7
BURE MARSHES NNR,05/08/2018 01:00,,9.6,9.6,0,0,0,,,100
BURE MARSHES NNR,05/08/2018 02:00,,9,9,0,0,0,,,100
BURE MARSHES NNR,05/08/2018 03:00,,10,10.1,0,0,0,,,98.6
BURE MARSHES NNR,05/08/2018 04:00,,9.1,9.1,0,0,0,,,100
BURE MARSHES NNR,05/08/2018 05:00,,9.7,9.7,0,0,0,,,100
BURE MARSHES NNR,05/08/2018 06:00,,14,14.1,0,0,0,,,98.9
BURE MARSHES NNR,05/08/2018 07:00,,17.5,17.6,1,240,0,,,99
BURE MARSHES NNR,05/08/2018 08:00,,17.6,20.7,2,210,0,,,72.3
BURE MARSHES NNR,05/08/2018 09:00,,17.6,22.1,3,180,0,,,62.1
BURE MARSHES NNR,05/08/2018 10:00,,17.9,23.1,3,180,0,,,57.9
BURE MARSHES NNR,05/08/2018 11:00,,19,25,3,150,0,,,54.2
BURE MARSHES NNR,05/08/2018 12:00,,19.2,25.7,3,180,0,,,51.7
BURE MARSHES NNR,05/08/2018 13:00,,19.7,27.1,3,300,0,,,47.5
BURE MARSHES NNR,05/08/2018 14:00,,19.5,26,6,140,0,,,52
BURE MARSHES NNR,05/08/2018 15:00,,18.6,24.8,7,140,0,,,52.7
BURE MARSHES NNR,05/08/2018 16:00,,18,24.2,8,140,0,,,52
BURE MARSHES NNR,05/08/2018 17:00,,17.4,23.3,7,150,0,,,53
BURE MARSHES NNR,05/08/2018 18:00,,17.1,22.6,5,150,0,,,55.1
BURE MARSHES NNR,05/08/2018 19:00,,16,20.6,4,150,0,,,59.8
BURE MARSHES NNR,05/08/2018 20:00,,14.8,18.5,4,150,0,,,65.2
BURE MARSHES NNR,05/08/2018 21:00,,14.3,16.8,2,150,0,,,74.7
BURE MARSHES NNR,05/08/2018 22:00,,14.8,16.8,4,160,0,,,79.6
BURE MARSHES NNR,05/08/2018 23:00,,14.8,16.3,4,160,0,,,84.4
BURE MARSHES NNR,06/08/2018,,12.2,12.9,0,0,0,,,91.8
BURE MARSHES NNR,06/08/2018 01:00,,10.7,11,0,0,0,,,96.2
BURE MARSHES NNR,06/08/2018 02:00,,10.8,11,1,270,0,,,97.5
BURE MARSHES NNR,06/08/2018 03:00,,10.2,10.3,0,0,0,,,98.7
BURE MARSHES NNR,06/08/2018 04:00,,9.2,9.3,0,0,0,,,98.6
BURE MARSHES NNR,06/08/2018 05:00,,9.8,9.8,0,0,0,,,100
BURE MARSHES NNR,06/08/2018 06:00,,16.2,16.2,0,0,0,,,100
BURE MARSHES NNR,06/08/2018 07:00,,18.4,20.1,3,190,0,,,84.2
BURE MARSHES NNR,06/08/2018 08:00,,19.7,23.1,3,210,0,,,71.6
BURE MARSHES NNR,06/08/2018 09:00,,19,24.3,5,220,0,,,58.4
BURE MARSHES NNR,06/08/2018 10:00,,19.5,25.6,5,210,0,,,54.2
BURE MARSHES NNR,06/08/2018 11:00,,19.5,26.6,4,220,0,,,48.8
BURE MARSHES NNR,06/08/2018 12:00,,19.5,27.7,4,210,0,,,43.4
BURE MARSHES NNR,06/08/2018 13:00,,19.8,28.7,4,180,0,,,40.6
BURE MARSHES NNR,06/08/2018 14:00,,19.9,29,5,220,0,,,39.9
BURE MARSHES NNR,06/08/2018 15:00,,19.9,29.5,4,230,0,,,37.8
BURE MARSHES NNR,06/08/2018 16:00,,19.6,29.7,3,220,0,,,35.4
BURE MARSHES NNR,06/08/2018 17:00,,19.4,25.9,7,120,0,,,51.9
BURE MARSHES NNR,06/08/2018 18:00,,18.6,23.6,5,100,0,,,59.9
BURE MARSHES NNR,06/08/2018 19:00,,18.3,22.7,3,130,0,,,63.5
BURE MARSHES NNR,06/08/2018 20:00,,17,20.9,3,140,0,,,65.8
BURE MARSHES NNR,06/08/2018 21:00,,15.7,18.1,3,110,0,,,76.6
BURE MARSHES NNR,06/08/2018 22:00,,15.7,17,2,130,0,,,86.7
BURE MARSHES NNR,06/08/2018 23:00,,14.5,15.4,2,130,0,,,90.3
BURE MARSHES NNR,07/08/2018,,14.5,14.9,2,130,0,,,95.6
BURE MARSHES NNR,07/08/2018 01:00,,16.3,17.7,4,140,0,,,86
BURE MARSHES NNR,07/08/2018 02:00,,16.4,18,3,140,0,,,84.2
BURE MARSHES NNR,07/08/2018 03:00,,16.7,18.1,3,150,0,,,86.1
BURE MARSHES NNR,07/08/2018 04:00,,15,15.6,1,140,0,,,93.5
BURE MARSHES NNR,07/08/2018 05:00,,14.3,14.6,1,120,0,,,96.6
BURE MARSHES NNR,07/08/2018 06:00,,17.6,17.8,2,130,0,,,97.9
BURE MARSHES NNR,07/08/2018 07:00,,18.9,21.4,2,170,0,,,77.8
BURE MARSHES NNR,07/08/2018 08:00,,19.5,23.2,3,180,0,,,69.3
BURE MARSHES NNR,07/08/2018 09:00,,19.9,25.3,4,190,0,,,58.7
BURE MARSHES NNR,07/08/2018 10:00,,20.4,26.9,5,190,0,,,53
BURE MARSHES NNR,07/08/2018 11:00,,20.7,28.8,5,230,0,,,45.3
BURE MARSHES NNR,07/08/2018 12:00,,21.2,29.8,6,230,0,,,43.6
BURE MARSHES NNR,07/08/2018 13:00,,21.4,30.7,5,230,0,,,40.9
BURE MARSHES NNR,07/08/2018 14:00,,20.2,29.1,6,150,0,,,41.1
BURE MARSHES NNR,07/08/2018 15:00,,19,29.5,7,150,0,,,33
BURE MARSHES NNR,07/08/2018 16:00,,19.1,29.2,7,180,0,,,34.7
BURE MARSHES NNR,07/08/2018 17:00,,19.8,27.7,1,170,0,,,45.2
BURE MARSHES NNR,07/08/2018 18:00,,19.5,27.5,3,220,0,,,44.3
BURE MARSHES NNR,07/08/2018 19:00,,19.2,27.3,4,220,0,,,43.5
BURE MARSHES NNR,07/08/2018 20:00,,18.9,25.3,3,220,0,,,51.9
BURE MARSHES NNR,07/08/2018 21:00,,18.7,19.9,1,150,0.2,,,88.7
BURE MARSHES NNR,07/08/2018 22:00,,19.2,21.5,2,190,0,,,79.6
BURE MARSHES NNR,07/08/2018 23:00,,18.5,19.2,1,350,0,,,93.2
BURE MARSHES NNR,08/08/2018,,18.4,19.5,5,270,0.4,,,89.5
BURE MARSHES NNR,08/08/2018 01:00,,18.1,18.7,3,300,0.8,,,94.1
BURE MARSHES NNR,08/08/2018 02:00,,16.6,17.3,4,330,0,,,92.9
BURE MARSHES NNR,08/08/2018 03:00,,16,16.8,3,310,0,,,91.7
BURE MARSHES NNR,08/08/2018 04:00,,15.4,16.4,3,280,0,,,89.5
